id	surface	gloss	level
104978	졸다	doze,take a nap	B
105000	졸리다	Feel sleepy,drowsy	C
105011	졸업	Graduation	A
105018	졸업생	A graduate	B
105026	졸업하다	To graduate	A
105029	졸음	sleepiness,drowsiness	C
105050	좀	A little	A
105099	좁다	Narrow	B
105112	좁히다	Make narrow,restrict	C
105113	종	A bell	C
105114	종	A sort,kind,species	B
105132	종교	religion,a faith	B
105153	종교적	Of religions	C
105196	종로	Famous street in Seoul	B
105201	종류	kind,sort,species	B
105244	종소리	The sound of a bell	C
105284	종업원	waiter/waitress	B
105292	종이	Paper	A
105304	종이컵	A paper cup	B
105305	종일	All day, throughout the whole day	B
105334	종종	A variety of things	C
105365	종합	Synthesis	B
105374	종합하다	synthesize,integrate	C
105390	좋다	To be good	A
105392	좋아	“That's good”	C
105400	좋아지다	To become better	B
105401	좋아하다	To like, be fond of	A
105433	좌석	A seat	B
105458	좌우	(1) control over sth ; to determine sth by controlling it (2) the 2 sides of the left-and-right	C
105517	죄	A crime, a sin	C
105542	죄송하다	regret,be sorry for	A
105561	죄인	A criminal	C
105575	주	one's master, ones employer	C
105577	주	One week	A
105620	주거	residing,dwelling	C
105645	주고받다	Give and receive, exchange	C
105657	주관적	Subjective	C
105719	주년	One whole year	C
105730	주다	To give, to do for a person	A
105779	주로	principally,mainly	B
105796	주름	Wrinkles	C
105806	주름살	Wrinkles	C
105856	주말	the weekend	A
105863	주머니	Pocket	B
105877	주먹	Fist	B
105900	주무시다	To sleep (respectful word)	B
105901	주문	An incantation, a spell	C
105903	주문	An order, a request	C
105924	주문하다	To order, to request	B
105933	주민	inhabitants,dwellers	C
105941	주방	A kitchen, a cookroom	C
105948	주변	A circumference	B
105975	주부	A wife	B
105985	주사	A shot, an injection	B
106058	주소	An address	A
106071	주스	Juice	A
106075	주식	Stock	C
106110	주어지다	To offer, proffer (conditions)	C
106140	주요	The major, the chief thing	B
106160	주요하다	To be chief,principal,leading	C
106169	주위	The circumference,the girth	B
106192	주의	attention,notice	C
106202	주의하다	Pay attention to	C
106206	주인	The head of a family,the owner	A
106211	주인공	The head of a family, the hero/heroine	B
106217	주일	A weekday (e.g. Monday)	C
106248	주장	assertion,insistance	C
106255	주장하다	To assert,maintain	B
106268	주저앉다	Sit down, plump down	C
106276	주전자	A kettle, a teakettle	C
106297	주제	subject, theme, topic	B
106336	주차	Parking	B
106348	주차장	Parking lot	B
106349	주차하다	To park	B
106394	주택	A house	B
106435	주한	Residing in korea	C
106479	죽	In a very straight line, in a row	C
106480	죽	Rice porridge	B
106489	죽다	Lose your spirit	B
106490	죽다	die,pass away	A
106511	죽음	Death	B
106517	죽이다	To kill	B
106575	준비	Preparation	A
106601	준비되다	To be ready	B
106605	준비물	Stuff that needs to be prepared	B
106621	준비하다	To prepare	A
106680	줄	way,method	B
106681	줄	Line, row, chord	B
106687	줄거리	A stalk, a stem	C
106688	줄곧	All the time, all through, repeatedly, constantly	C
106689	줄기	A trunk, stem, stalk	B
106710	줄다	Diminish	B
106717	줄무늬	A stripe	B
106738	줄어들다	Dwindle away; to reduce	C
106743	줄이다	reduce,decrease	B
106775	줍다	Pick up, gather	B
106783	중	The center, the middle	B
106790	중간	In the middle	B
106889	중계방송	A relay, a hookup	C
106919	중국	China	A
106935	중국어	Chinese	A
106938	중국집	Chinese restaurant	B
106962	중년	Middle-aged	C
106978	중단	interruption,suspension	C
106980	중단되다	To be suspended,stopped	C
106986	중단하다	To interrupt, to stop	C
106998	중대하다	importance,gravity	C
107016	중독	Poison	C
107103	중반	At the middle stage (of a game or contest, or otherwise)	C
107116	중부	The center, middle part	C
107172	중세	The middle ages	C
107196	중소기업	Small and medium enterprises	C
107210	중순	The second 10 days in a month	C
107214	중식	Chinese food	C
107217	중심	The nucleus, the focus, the heart	B
107253	중심지	A central place	C
107266	중앙	The middle and the heart	C
107324	중얼거리다	Mutter to oneself	C
107333	중요	importance,consequence	B
107343	중요성	importance,gravity	B
107346	중요시하다	Attach great importance to	C
107349	중요하다	To be important,weighty	A
107484	중학교	Middle school	A
107485	중학생	Middle school student	A
107539	쥐	Mouse	B
107555	쥐다	To hold,seize	B
107594	즉	namely,that is to say, i.e. (X 즉 Y means that x and y are the same thing)	B
107610	즉석	instantly,impromptu	C
107633	즉시	At once,immediately	B
107658	즐거움	pleasure,merriment	B
107661	즐거워하다	To enjoy it	B
107668	즐겁다	To be pleasant, agreeable	A
107672	즐기다	Enjoy oneself,take pleasure,delight	B
107684	증가	An increase,augmentation	C
107692	증가하다	to increase,rise,grow	C
107701	증거	evidence,proof	C
107707	증권	securities,document,deed	C
107728	증권사	Securities corporation	C
107799	증명하다	To prove,show,bear	C
107819	증상	Symptoms	B
107822	증세	Symptoms, a patient's condition	B
107900	지	since,from	B
107906	지각	perception,consciousness	C
107945	지갑	A purse,wallet	A
107957	지겹다	To be tedious,tiring	C
107959	지경	A boundary,situation,state	C
107974	지구	A district,a region, an area	B
107975	지구	The earth, the planet earth	B
108045	지극히	very,extremely	C
108056	지금	Now	A
108062	지금껏	So far, till now	C
108067	지급	supply,pay	C
108078	지급하다	To pay,allow,furnish sth	C
108101	지나가다	To pass, elapse	B
108106	지나다	pass,elapse,go on	B
108110	지나치다	Go too far, to go to extremes (2) to let sth by	C
108120	지난날	Old days, old times	C
108125	지난달	last month	A
108126	지난번	last time	B
108130	지난주	last week	A
108131	지난해	last year	B
108133	지내다	To pass, spend time	A
108139	지능	intelligence,intellect, raw intelligence	C
108143	지니다	Carry with, hold, possess	C
108144	지다	To fade away, come off	C
108145	지다	Carry (on the back)	B
108147	지다	Set (the sun)	B
108148	지다	To lose (at war, a game)	B
108155	지대	Zone, belt, district	C
108166	지도	Instruction, guidance	C
108167	지도	Map, atlas	A
108190	지도자	Leader	C
108205	지도하다	To lead, instruct	C
108268	지루하다	Be tedious	C
108275	지르다	Holler, yell, scream	B
108288	지름길	A shortcut	C
108300	지리산	Chili mountain, very beautiful	D
108367	지방	Fat, grease, lard	C
108368	지방	A locality, district	B
108496	지배하다	Control, direct	C
108539	지불하다	To pay	C
108541	지붕	A roof	B
108675	지속되다	Be lasting a long time, be continous	C
108679	지속적	Continuous	C
108689	지시	Directions, orders	C
108701	지시하다	To direct, instruct	C
108702	지식	Knowledge, information	C
108705	지식인	An intellectual	C
108726	지역	An area, region	B
108802	지우개	An eraser	A
108803	지우다	To erase	A
108804	지우다	Put a thing on a person's back	C
108817	지워지다	To be erased	C
108818	지원	helping, supporting, aiding	C
108839	지원하다	To desire, aspire, hence to apply for [e.g. a job] or volunteer for sth	C
108841	지위	Position, status	C
108869	지저분하다	Be messy, soiled, dirty	C
108870	지적	Intellectual, brainy	C
108871	지적	Pointing out, indication	C
108880	지적되다	To be pointed out to	C
108888	지적하다	To indicate, point out ; to indicate as a cause, to give special mention to	C
108893	지점	Branch store	C
108894	지점	A spot, point	B
108948	지지	support,backing	C
108977	지진	Earthquake	C
109039	지출	Expenses, expenditure	C
109059	지치다	Be exhausted, fatigued	B
109077	지켜보다	Watch, stare at ( wait on some situation)	C
109084	지키다	Protect, maintain	B
109107	지폐	Paper money	C
109129	지하	Underground	A
109149	지하도	Underground road	B
109171	지하철	the subway	A
109210	지혜	Wisdom, wits	C
109314	직선	A straight line	C
109336	직업	An occupation, calling	B
109361	직원	a staff member, a white collar worker	B
109368	직장	one's work place	B
109372	직장인	A worker	C
109373	직전	Just immediately before	C
109375	직접	Directly	B
109380	직접적	Directly, immediately	C
109404	직후	Immediately after	C
109445	진급	Promotion	C
109456	진단	Diagnosis	C
109466	진단하다	To diagnose	C
109468	진달래	Azalea	B
109476	진동	vibration,shake	C
109504	진로	A course,direction,path	C
109505	진료	Medical examination and treatment	C
109514	진리	A truth, a fact	C
109583	진실	Truth, sincerity	C
109585	진실로	Truly, honestly	C
109595	진실하다	Be true, truthful	C
109596	진심	The whole heart, sincerity	C
109730	진지하다	To be serious, earnest	C
109732	진짜	Real, authentic (not fake)	B
109733	진찰	A medical diagnosis, investigation	C
109742	진출	An advance	B
109745	진출하다	Penetrate into, advance (2) to make one's appearance in a new circle or direction	C
109755	진통	Labor pains, travail	C
109775	진하다	Be dark, deep	B
109784	진행	Progress, advance	C
109787	진행되다	To have progressed, be advanced	B
109792	진행자	Leader of the performance	C
109798	진행하다	Advance, proceed	B
109840	질	Quality, character	B
109866	질문	A question, a query	A
109878	질문하다	Ask a person a question	A
109881	질병	A disease, sickness	C
109898	질서	Order, system	B
109922	질적	Qualitative	C
109950	짐	Luggage ; what is on a person	B
109984	짐작	guess,conjecture	C
109987	짐작하다	To guess, infer	C
109994	집	House	A
110038	집다	Pick up	B
110039	집단	A group, a collective body	C
110067	집단적	Collectively (of people)	C
110133	집안	Inside the house	B
110144	집안일	Housework	C
110152	집어넣다	to put in, to cram into the inside of	C
110205	집중	Concentration	B
110211	집중되다	To concentrate	C
110224	집중적	Related to the concentration	C
110234	집중하다	To concentrate	C
110304	짓	Something you do	B
110313	짓다	To make, build ; to form a line (a group)	B
110392	짙다	Be dark, dense	B
110402	짚다	Feel, examine	C
110432	짜다	Form, organize	C
110433	짜다	Squeeze, press out	C
110434	짜다	To be salty	A
110447	짜증	Annoyance	B
110455	짜증스럽다	To be annoying	C
110459	짝	One pair, one couple	C
110495	짧다	Short, brief	A
110496	짧아지다	To become short	B
110525	쩔쩔매다	To be at a loss, be confused	C
110549	쪽	A portion, a side	C
110550	쪽	A side, direction	B
110551	쪽	Way, direction	A
110579	쫓겨나다	Chase away ; to fire from your job	C
110584	쫓기다	To be chased, be driven	C
110586	쫓다	Drive away, chase off	C
110610	쭉	All the time	C
110625	찌개	A pot stew	A
110631	찌꺼기	drugs,sediments,remnants (tea grounds)	C
110636	찌다	To put on weight	B
110637	찌다	chop,hack	C
110640	찌르다	to stab,thrust	B
110660	찍다	Stamp with a dojang	A
110674	찍히다	Get sealed, stamped	C
110706	찢다	Tear, rend, split	C
110711	찢어지다	To be torn, rent	C
110718	차	order,sequence,degree	C
110719	차	A vehicle, train/auto car	A
110720	차	difference,margin	C
110721	차	Tea	A
110738	차갑다	Cold	B
110763	차남	one's second eldest son	B
110776	차다	To be full, to be filled with (PASSIVE)	C
110778	차다	to kick	B
110780	차다	Put on, fasten,wear	C
110781	차다	cold,chilly	B
110805	차라리	rather,preferably	C
110807	차량	vehicles,cars ; a car, a vehicle	C
110814	차례	(1) order,precedence  (2) one time, one round	B
110826	차리다	Make ready,prepare	B
110830	차림	Appearance of clothes or worn objecs	C
110831	차마	For all the world, can't stand sth, can't endure sth	C
110839	차별	distinction,differentiation	C
110863	차선	A traffic lane	C
110903	차이	difference,disparity	B
110908	차이점	A point of difference	C
110958	차차	Gradually	C
110969	차창	car/train window	C
110980	차츰	gradually,step by step	C
111004	착각	Hallucination, illusion	C
111005	착각하다	To misunderstand, to deceive oneself, to be having illucinations	C
111089	착하다	To be nice	B
111108	찬물	Cold water	B
111120	찬성	approval,assent	C
111128	찬성하다	To approve, support (a plan)	C
111169	참	At the point of, when	C
111170	참	In reality	B
111171	참	really,truly	A
111175	참가	participation,joining	C
111181	참가하다	To take part in, join	B
111197	참고하다	To refer, consult	C
111207	참기름	Sesame oil	B
111213	참다	Bear, endure	B
111220	참되다	To be true, honest, faithful	C
111250	참새	A sparrow	C
111253	참석	Attendance, participation	C
111254	참석자	Persons present	C
111255	참석하다	To attend, take part in	B
111265	참여	Participation	C
111271	참여하다	To participate in, take part in	C
111274	참외	A melon	C
111276	참으로	really,indeed	C
111297	참조	reference,comparison	C
111345	찻잔	A teacup	B
111352	창	Window	C
111358	창가	Next to a window, or, the window's edge	C
111366	창고	A warehouse,storehouse	B
111369	창구	A window	C
111395	창문	A window	A
111405	창밖	Outside the window	B
111457	창작	Creation, origination	C
111472	창조	Creation	C
111483	창조적	Creatively	C
111487	창조하다	Create	C
111502	창피하다	To be ashamed	C
111509	찾다	seek,look for	A
111516	찾아가다	To go to a place to meet somebody	B
111518	찾아내다	To find out, discover	B
111521	찾아다니다	To go around to meet somebody or see places	C
111524	찾아보다	To go meet somebody	B
111526	찾아오다	To go meet somebody, to go get sth	B
111530	채	House counter	C
111531	채	Still, not yet	C
111532	채	As it is, no change	C
111564	채널	Channel	B
111594	채소	vegetables,greens	B
111616	채우다	To fill up, complete, fulfill	B
111631	채점	marking,grading,scoring	C
111680	책	A book	A
111687	책가방	Bookbag	B
111709	책방	Reading room	B
111714	책상	On the desk	A
111725	책임	Responsibility	B
111726	책임감	a feeling of responsibility	C
111730	책임자	the person responsible	B
111734	책임지다	To take responsibility for, accept responsibility for	C
111750	챔피언	Champion	B
111757	챙기다	gather,collect, assemble your stuff; to amass (money, a collection)	B
111774	처녀	A virgin, a young maiden	C
111803	처리	handling,treatment	C
111828	처벌	punishment,penalty	C
111848	처음	First	A
111873	처지	A situation,circumstances	C
111893	척	To appear or look as	C
111894	척	A few ships (vessels)	C
111947	척하다	The preceding verb is a lie	C
111950	천	Cloth, woven stuff	C
111951	천	Thousand	A
111992	천국	Heaven	C
112021	천둥	Thunder 뇌성 ( lightning is 번개 )	C
112201	천장	The ceiling	C
112205	천재	"a genius, ""talent"""	C
112258	천천히	Slowly	A
112320	철	season, time of the year	B
112321	철	Discretion, prudence (Become sensible, wise)	C
112322	철	Steel	C
112374	철도	Railroad	C
112489	철저하다	thoroughness,cleanliness	C
112490	철저히	Thoroughly	C
112536	철학	Philosophy	C
112544	철학자	Philosopher	C
112546	철학적	Philosophical	C
112617	첫	First	B
112619	첫날	The first day	B
112622	첫째	The first	A
112623	첫째	The first	A
112667	청년	A young man, a youth	B
112723	청바지	Blue jeans	A
112762	청소	Cleaning	A
112769	청소기	A vacuum cleaner	B
112770	청소년	Young boys and girls, teenagers	B
112781	청소하다	To clean	A
112869	청춘	youth,the springtime of life	C
112883	청하다	ask,request	C
112913	체계적	Systematic, organizational	C
112938	체력	Physical strength	C
112988	체온	Body temperature	C
113002	체육	Physical education	B
113006	체육관	Gymnasium	C
113051	체조	Gymnastics	C
113056	체중	Body weight	B
113118	체하다	(1) pretend,feign (2) to have an upset stomach	C
113121	체험	An experience	C
113124	체험하다	To experience, to undergo	C
113149	쳐다보다	To look up at	B
113165	초	Initial, in the beginning, first	B
113167	초	A second	B
113259	초기	The early days, the initial period	C
113294	초대	the founder or the period associate with him	C
113295	초대	An invitation	A
113304	초대하다	To invide	A
113314	초등학교	Elementary school	A
113315	초등학생	An elementary school student	C
113331	초록색	Green	B
113358	초반	The opening part (of a game of baduk)	C
113362	초밥	Japanese vinegared rice vegetables	B
113370	초보	Initial, first steps	B
113376	초보자	A beginner, neophyte	B
113399	초상화	A portrait, a picture	C
113419	초순	The first third of a month	C
113448	초여름	Early summer	C
113461	초원	A plain, a prarie	C
113536	초저녁	Early in the evening	C
113547	초점	A focus, a focal point	C
113567	초조하다	Be impatient, irritated	C
113583	초청	An invitation	C
113586	초청장	An invitation (card)	B
113588	초청하다	To invite	C
113599	초콜릿	Chocolate	A
113723	촌스럽다	Unfashionable	C
113751	촛불	Candle-light	C
113756	총	all,entire,whole	C
113757	총	A gun	C
113761	총각	A bachelor, an unmarried man	C
113814	총리	General overseeing, presiding over	C
113908	총장	The president, the chancellor (university's)	B
113974	촬영	Photographing, taking pictures/films	B
114005	최고	The best	B
114028	최고급	The highest grade/class	C
114061	최근	Recently	B
114076	최대	The greatest, the largest	B
114088	최대한	At the most, at the maximum	C
114117	최상	The best, the finest	C
114134	최선	The best, one's best	B
114137	최소	At the least, the minimum	C
114148	최소한	Atleast	B
114151	최신	Newest, the latest	C
114170	최악	The worst	C
114195	최저	The lowest, the minimum/lowest price	C
114224	최종	last,final,terminal	C
114249	최초	In the very first, in the beginning	B
114278	최후	The last, the end, the conclusion	C
114312	추가	An addition	C
114319	추가되다	To be added	C
114328	추가하다	To add sth, to supplement	C
114368	추다	To dance	A
114454	추석	Korean thanksgiving	C
114477	추억	Memory	B
114489	추위	Cold	B
114525	추진	Propulsion, drive	C
114533	추진하다	To propel, drive forward	C
114536	추천	A recommendation	C
114546	추천하다	To recommend, say a good word for	C
114563	추측	Guess, conjecture	C
114606	축구	Football	A
114611	축구공	A soccer ball	B
114616	축구장	Soccer field	C
114662	축소	Reduction, a cutback	C
114703	축제	a festival	B
114733	축하	Congratulation, celebration	B
114743	축하하다	To Congratulate sb	A
114782	출구	An exit	B
114783	출국	Leaving a country	C
114785	출근	Going to work	B
114787	출근하다	To go to work	B
114809	출발	To start (a journey,trip)	B
114815	출발점	The starting point of a trip	C
114816	출발하다	To depart, shove off, have started on a trip	A
114824	출산	Child birth	C
114853	출석하다	attendance,presence	C
114865	출신	A native, place one is from	C
114874	출연	Going on stage	C
114880	출연하다	Appear on stage, act, sing	B
114885	출입	Coming and going	B
114888	출입국	Entry into a country	C
114893	출입문	Door for exiting and entering	B
114902	출장	A business trip	B
114925	출퇴근	Go to and come from the office	C
114928	출판	Publication, publishing	C
114935	출판사	A publishing company	C
114963	출현하다	Appearance, turning out	C
114970	춤	Dance	A
114973	춤추다	To dance	A
114978	춥다	To be cold	A
114984	충격	An impact, a shock	B
114995	충격적	Shocking	C
114998	충고	Advice, counsel, suggestion	C
115009	충돌	A collision, clash; discord	C
115016	충돌하다	Collide, clash with	C
115039	충분하다	To be sufficient, ample	B
115041	충분히	Enough, sufficiently	B
115103	충청도	Area around daejon city	D
115152	취미	a hobby	A
115172	취소	Cancellation, anulment	B
115174	취소하다	To cancel, calloff	B
115183	취업	Employment, finding a job	C
115201	취재	Selection, picking out of news articles (by a reporter)	C
115216	취직	Employment, getting a job	B
115230	취하다	To be drunk	B
115231	취하다	To adopt, assume, take ; to take, to have	B
115245	취향	Taste, liking, one's inclinations	C
115353	층	floor,grade,class	A
115400	치과	A dentist	B
115431	치다	(a storm, strong wind, rain, lightning) to strike, hit	C
115435	치다	to attack, assault	A
115437	치다	to count, reckon, calculate	C
115448	치료	Medical treatment, medical care	B
115457	치료법	A curative means	C
115470	치료하다	To cure, heal, treat a patient	B
115478	치르다	Pay off, pay one's bill	C
115481	치마	A skirt	A
115538	치아	A tooth	C
115547	치약	Toothpaste	A
115568	치우다	VST + Do away with, get rid of	C
115569	치우다	Straighten up, tidy, remove	B
115604	치즈	Cheese	B
115672	친구	A friend	A
115757	친절	Kindness, goodness	B
115760	친절하다	To be kind, to be nice	A
115765	친정	A woman's maiden home and family	C
115771	친척	Relatives	B
115786	친하다	To be intimate, familiar, close, friendly	B
115793	친해지다	To get close, to get friendly	C
115803	칠	Seven	A
115843	칠십	Seventy	A
115849	칠월	Month of July	A
115863	칠판	The blackboard	A
115874	칠하다	Paint, coat	C
115880	침	a spit	C
115893	침대	A bed	A
115918	침묵	Silence; tacity, being implicit	C
115950	침실	Bedroom	B
115982	침착하다	Self-possession, composure	C
116015	칫솔	A toothbrush	A
116024	칭찬	Praise, admiration	B
116026	칭찬하다	To praise somebody	C
116065	카드	Card	A
116088	카레	Curry	B
116145	카메라	Camera	A
116241	카운터	Counter, where you pay	B
116323	카페	Cafe (place to drink coffee)	B
116354	칸	Blank space	C
116375	칼	A knife	A
116387	칼국수	Knife-cut noodles	C
116456	캄캄하다	To be pitch-black	C
116463	캐나다	Canada	A
116520	캐릭터	Character	C
116593	캠퍼스	Campus	B
116594	캠페인	Campaign	C
116640	커다랗다	To be very big/large	B
116672	커지다	To become bigger	B
116679	커튼	Curtain	B
116689	커피	Coffee	A
116717	컨디션	Condition	C
116752	컬러	Color	C
116780	컴퓨터	Computer	A
116785	컵	cup	A
116847	케첩	Ketchup	C
116890	켜다	To light, turn on, kindle	A
116891	켜지다	To become turned on	B
116895	코	The nose	A
116914	코끝	The tip of one's nose	C
116915	코끼리	An elephant	B
116921	코너	Corner	B
116952	코드	Code	C
117034	코미디	Comedy	C
117064	코스	Course	C
117065	코스모스	Cosmos	C
117105	코치	Coach	C
117154	코트	Court	C
117185	코피	A nose bleed	B
117211	콘서트	Concert	B
117258	콜라	Cola	A
117335	콤플렉스	Complex	B
117362	콩	A bean	B
117379	콩나물	Bean sprouts	B
117409	쾌감	A pleasant sensation, a good feeling	C
117455	쿠데타	Coup d'etat (overthrow of the government)	C
117604	크기	Size, dimensions	B
117609	크다	To be big, large	A
117784	크리스마스	Christmas	A
117838	크림	Cream	C
118061	큰길	main/principal road	B
118079	큰딸	Oldest daughter	C
118110	큰소리	A loud voice, loudly	B
118125	큰아들	Oldest son	C
118126	큰아버지	Uncle older than one's father	C
118129	큰어머니	The wife of the elder brother of one's father	C
118135	큰일	An important affair, a serious matter	B
118143	큰절	A deep bow	C
118188	클래식	Classic	C
118198	클럽	Club	C
118298	키	stature,height	A
118322	키스	Kiss	C
118329	키우다	To raise, bring up, rear	B
118365	킬로	Kilo	B
118367	킬로그램	Kilogram	B
118371	킬로미터	Kilometer	B
118422	타고나다	Be born, gifted/endowed with	C
118447	타다	Burn, blaze (firewood)	C
118448	타다	Ride (bus)	A
118450	타다	Put in, mix, dissolve	C
118452	타다	Get, receive, take your share of the money (회사에서 월급을 타다)	C
118481	타락	depravity,corruption,degradation	C
118578	타오르다	Blaze, light up	C
118651	타입	Type	C
118660	타자기	A typewriter	C
118729	탁	(1) With a bang, with a snap (2) widely	C
118733	탁구	ping-pong,table tennis	C
118767	탁월하다	Be excellent, prominished	C
118770	탁자	A table, desk	C
118843	탄생	Birth	C
118848	탄생하다	To be born	C
119042	탈출하다	To escape, get away from	C
119145	탑	A tower	B
119157	탓	fault,blame	C
119204	태권도	Tae kwon do	A
119215	태도	attitude,comportment	B
119254	태아	A fetus, an unborn child	C
119266	태양	The sun	B
119320	태어나다	To be born, see the light of day	A
119336	태우다	To take in a car, give a ride to	B
119337	태우다	Burn, commit to flames	B
119375	태풍	Typhoon	B
119398	택시	Taxi	A
119411	택하다	Choose, select	C
119417	탤런트	Talent	B
119443	터	one's status, one's lot	B
119444	터	A site, place	C
119447	터널	Tunnel	B
119462	터뜨리다	Break, burst,explode	B
119474	터미널	Terminal	B
119499	터지다	Break, be torn, get away from	C
119524	턱	Reason, grounds	C
119525	턱	The chin	B
119552	털	Hair; fur, feathers	B
119564	털다	To shake off, brush off (and make airborne)	B
119622	텅	Hollow	C
119641	테니스	Tennis	A
119662	테러	Terror	C
119700	테스트	Test	B
119706	테이블	Table	A
119718	테이프	Tape	B
119749	텍스트	Text	C
119760	텔레비전	Television	A
119840	토끼	A rabbit	B
119850	토대	A foundation, a base	C
119865	토론	A debate, discussion	B
119872	토론자	A debator, a disputant	C
119875	토론하다	To debate, discuss	C
119877	토론회	A debating society/contest	C
119886	토마토	Tomato	B
119943	토요일	Saturday	A
120039	토하다	To vomit	C
120054	톤	a ton	B
120104	통	Counters for letters	B
120106	통	A tub, a cask	B
120127	통계	Statistics	C
120143	통과	Passage	C
120149	통과하다	to pass through	C
120197	통로	A passage, a way, an aisle	C
120264	통신	communications,correspondance	B
120307	통역	Interpreting	C
120328	통일	Unification (esp. of the 2 Koreas)	B
120338	통일하다	To unify, consolidate	C
120339	통장	A bankbook (check register)	B
120347	통제	control,regulation	C
120377	통증	An ache, pain	C
120449	통하다	Run, lead; flow; go through ; because, as a result of	B
120456	통합	Unity,unification	C
120491	통화	Currency, the unit of circulation	C
120492	통화	Conversation by telephone	C
120545	퇴근	Leaving one's office, coming home from work	B
120548	퇴근하다	To go home from work	B
120573	퇴원	Leaving the hospital	C
120574	퇴원하다	To leave the hospital	C
120600	퇴직금	Retirement grants	C
120720	투명하다	To be transparent, clear	C
120820	투자	Investment	C
120864	투표	vote,voting	C
120940	튀기다	To fry; splash, splatter	C
120942	튀김	Batter-fried food	C
120949	튀다	Spring, bound, jump	C
120957	튀어나오다	Jump out, spring out	C
121022	트럭	Truck	C
121113	트이다	to get cleared out, to open up	C
121141	특급	In a special class	C
121178	특별	Be special, extraordinary	B
121236	특별하다	To be special, extraordinary	B
121238	특별히	Especially	B
121258	특성	A special/unique characteristic (individuality making, peculiarity)	C
121263	특수	characteristic,distinct,unique	C
121278	특수성	Particularity, distinctiveness	C
121303	특이하다	Be peculiar, special, unique	C
121313	특정하다	to specify	C
121331	특징	A special feature, a distinguishing feature	B
121371	특히	Especially	B
121380	튼튼하다	Solid, compact, firm	B
121382	튼튼히	Strongly, firmly	C
121383	틀	A frame, framework; mold ; framing	C
121385	틀다	To twist, wind	B
121388	틀리다	To be turned, warped 2) go wrong, be mistaken	B
121397	틀림없다	No mistaking it	B
121399	틀림없이	No mistaking it	C
121417	틈	A crack, gap, opening	C
121458	티브이	TV	A
121461	티셔츠	T-shirts	B
121493	팀	Team	A
121503	파	Onions	B
121531	파괴하다	Destruction, demolition	C
121557	파다	To dig	C
121562	파도	Waves, billows	B
121632	파란색	blue	A
121637	파랗다	o be blue	B
121657	파리	Paris	D
121658	파리	A fly	B
121797	파악하다	Grasp, seize, understand	C
121872	파일	File	B
121899	파출소	Small, local police box	C
121937	파티	Party	A
121976	판	a match, game, contest	C
121977	판	a board	C
121983	판결	A judgment (from a judge)	C
122003	판단	A judgment, a conclusion	B
122013	판단하다	To make a conclusion	C
122036	판매	Sale, selling	B
122047	판매되다	To be sold	C
122068	판매하다	To sell	B
122077	판사	A judge	C
122144	팔	An arm	A
122145	팔	Eight	A
122169	팔다	To sell	A
122208	팔리다	To be in demand, to be sold	B
122235	팔십	80	A
122240	팔월	August	A
122273	팝송	Pop song	C
122345	패션	Fashion	B
122395	팩	Pack	B
122396	팩스	Fax	C
122397	팩시밀리	Facximile, fax	C
122398	팬	a fan, an enthusiast	B
122399	팬	a pan	B
122409	팬티	Panties (male and female underwear)	B
122484	퍼센트	Percent	A
122497	퍼지다	Spread out, get broader	C
122506	퍽	Very, very much	C
122723	페인트	Paint	C
122837	펴내다	Publish, bring out in print	C
122839	펴다	Spread out, unfold	B
122846	편	Direction, way (the wind is blowing that ~)	C
122847	편	Facilities, services	C
122848	편	Compilation, editing	B
122851	편견	A prejudice, a bias	C
122898	편리하다	To be convenient, handy	B
122955	편안하다	To be peaceful	B
122967	편의	Convenience, expediency	C
122972	편의점	Convenient store	C
123007	편지	Letter	A
123076	편하다	Untroubled from cares	B
123092	편히	Easily, comfortably	B
123094	펼쳐지다	Stretch, extend away	B
123099	평	a Pyeong, a square area about 2 square meters	C
123100	평	A criticism	C
123102	평가	Evaluation, appraisal	C
123109	평가되다	To be appraised	C
123123	평가하다	To evaluate, estimate, judge	C
123137	평균	Average	C
123220	평범하다	Plain, average	B
123233	평상시	Normally	C
123240	평생	A lifetime	B
123248	평소	Ordinary times, ordinarily	B
123270	평양	Capital of north korea	D
123293	평일	A weekday	B
123376	평화	Peace	B
123389	평화롭다	To be peaceful	C
123536	폐지	Abolition, to not use, to do away with	C
123612	포근하다	To be soft and comfortable, downy	C
123619	포기하다	To give up, to abandon	B
123633	포도	grape(s)	A
123667	포도주	Grape wine	B
123803	포스터	Poster	B
123862	포인트	Point	C
123878	포장	packing,wrapping	B
123895	포장마차	A wheeled snack bar on the street	C
123950	포크	Fork	C
124007	포함	inclusion,comprehension	C
124010	포함되다	To be included in	B
124014	포함하다	To include,contain	B
124037	폭	Width; range	B
124051	폭넓다	To be broad	C
124068	폭력	voilent,brute force	C
124292	표	A marker, indication	C
124293	표	A marker, indication	A
124334	표면	Front, surface, exterior	C
124392	표시	A sign,signal	C
124393	표시	A sign, signal	C
124408	표시하다	To make a sign, display	C
124409	표시하다	To make a sign, display	B
124444	표정	Facial expression, look	B
124458	표준	A standard, norm, criteria	C
124498	표현	Verbal expression, representation, manifestation	B
124502	표현되다	To have been expressed	C
124519	표현하다	To express, make known by saying	B
124532	푸다	Dip out, bail out	C
124547	푸르다	To be blue, to be green	B
124585	푹	Completely, entirely rested (deep sleep, long rest)	B
124596	풀	Glue (spread the ~)	B
124597	풀	Grass (cut the ~)	B
