id	surface	gloss	level
31432	대사	Speech, dialogue	C
31440	대사관	Embassy	A
31584	대신	Instead of	B
31586	대신하다	Relieve, replace another	C
31627	대여섯	About five or six	C
31731	대응	A response, a reaction	C
31739	대응하다	Cope or correspond to	C
31789	대장	A seal, a stamp	C
31813	대전	Daejon city	B
31825	대접	Treatment	C
31833	대접하다	Treatment	C
31880	대중	The masses	B
31897	대중교통	Mass transportation	B
31901	대중문화	Pop culture	B
31921	대중적	Of the masses	C
31958	대책	Countermeasure	C
31964	대처하다	Disposal, treatment	C
31976	대체	An outline, summary	C
31978	대체로	Generally, on the whole, for the most part	C
31993	대출	Lending	C
32004	대충	Almost, nearly, about	C
32052	대통령	The president	B
32089	대표	Representative	B
32103	대표적	Representative	B
32115	대표하다	Represent	C
32128	대하다	Face, confront	B
32131	대학	University	A
32169	대학교	University	A
32170	대학교수	University professor	B
32177	대학생	University student	A
32180	대학원	Graduate school	B
32203	대합실	A waiting room	C
32251	대형	Large, full-sized	C
32300	대화	Conversation	A
32315	대화하다	To converse	B
32326	대회	A great meeting	B
32341	댁	You and your family	A
32351	댐	dam	C
32363	더	More	A
32414	더러워지다	Get dirty	C
32419	더럽다	Foul, dirty	B
32442	더불다	Join in, do together	C
32478	더욱	More and more	C
32486	더욱더	More and more and more	C
32487	더욱이	Besides, moreover	C
32492	더위	The heat	B
32502	더하다	Get worse	B
32514	덕	Virtue, morality	C
32520	덕분	Indebtedness	B
32557	던지다	To throw	B
32560	덜	Less, incompletely	B
32576	덜다	Save, lighten	C
32637	덥다	Be hot, heated	A
32660	덧붙이다	Add a thing, append	C
32707	덩어리	A lump, a cluster	C
32746	덮다	To cover, veil	B
32766	덮이다	Be covered, to be covered	C
32769	데	Place, point, instance ; 하는 과정 도중에 says what happens during the course of performing another event, making it different from simply 것	B
32777	데려가다	Take with	B
32778	데려오다	Go with	B
32781	데리다	Be accompanied by	B
32817	데우다	to warm, to heat up	C
32832	데이트	Date	C
32893	도	Degrees (temperature)	C
32894	도	Road	C
32923	도구	Tool, instrument	B
32981	도달하다	Arrival	C
32985	도대체	In the world, on earth	C
32988	도덕	Immorality	C
33032	도둑	A thief, a burglar	B
33080	도로	A road, way	B
33081	도로	Back, same as ever, same as it was before	B
33124	도리어	On the contrary	C
33132	도마	A chopping board	C
33139	도망	Escape	C
33141	도망가다	Make a go for it, escape	B
33145	도망치다	To make an escape	C
33278	도서관	Library	A
33330	도시	City	A
33371	도시락	Lunchbox lunch	B
33412	도심	The heart of the city	C
33444	도와주다	To help	A
33456	도움	Help	B
33459	도움말	Helping words	C
33489	도입	introduction, invitation	C
33495	도자기	Porcelain	B
33511	도저히	(도저히 + negative (지 않다/없다))Absolutely impossible ; by all means	C
33514	도전	Challenge, defiance	C
33545	도중	On the way	B
33561	도착	Arrival	A
33567	도착하다	To arrive	A
33601	동경	Tokyo	B
33716	독감	Influenza	C
33748	독립	Independence	C
33796	독립하다	To become independent	C
33843	독서	Reading	B
33933	독일	Germany	A
33973	독일어	German	B
34042	독창적	Original	C
34056	독특하다	Unique, characteristic, distinctive, peculiar, specific	C
34059	독하다	Be poison	C
34069	돈	Money	A
34372	동	the same	C
34461	동그랗다	To be circular	C
35165	동화책	A fairy tale	C
35246	되돌아보다	To look back on	C
35626	두세	Two or three (months)	B
35635	두어	About two, a couple	C
35956	뒷모습	The features of the back side	C
35978	뒷산	a mountain or hill in the back of one's house or town	B
36201	들다	Means continuing the main verb's action ; to enter/go into ; to hold, to carry	B
36219	들려오다	To echo (sound)	B
36345	듯	To be like something	C
36346	듯싶다	To be like something, i guess	C
36852	따스하다	to Feel warm, to be warm	C
36934	딸아이	Daughter	C
36981	땅속	In the soil	C
37073	떠나오다	미국으로부터 to come back from the US	C
38815	마구	continuously, without pause	B
38860	마누라	one's wife	C
38862	마늘	Garlic	B
38887	마당	An instance, case	C
38888	마당	a garden; a center/place for sth	C
38901	마디	A word, a tune, a song,  a paragraph	C
38907	마땅하다	Be right, approppriate	C
38915	마라톤	Marathon	C
38930	마련	planning, making arrangements ; provisions, preparations	C
38931	마련되다	To be planned and arranged	B
38932	마련하다	To plan, arrange	B
38938	마루	A wooden floor, floor, flooring	B
38955	마르다	Become dry	B
38989	마리	Number of animals	A
39024	마무리	Finish, completion	C
39077	마사지	Massage	B
39146	마시다	To drink	A
39157	마약	A drug	C
39166	마요네즈	Mayonnaise	C
39174	마을	Town	B
39176	마음	Heart	A
39191	마음가짐	Mental attitude	C
39193	마음껏	As much as you want	C
39202	마음대로	As you wish	B
39215	마음먹다	Be determined to	C
39219	마음속	Deep in one's heart	B
39228	마음씨	Disposition, nature	C
39355	마이크	Mike, microphone	C
39431	마주	Face to face	B
39444	마주치다	Collide with	C
39445	마중	Meeting, reception	B
39452	마지막	Last, final	A
39494	마찬가지	The same	B
39497	마찰	Rubbing, chafing	C
39554	마치	As though, as if	B
39556	마치다	Finish, complete	B
39557	마침	Just, exactly	B
39559	마침내	Finally, in the end	B
39582	마크	a company logo	C
39622	마흔	Forty (years old)	A
39625	막	Carelessly, at random ; (2) at exactly that time	B
39626	막	Just now	B
39633	막걸리	A slightly bitter soju drink	C
39640	막내	The lastborn	B
39646	막다	stop, obstruct	B
39673	막상	Really, actually	C
39695	막히다	to be stopped up	B
39698	만	Just, full	B
39699	만	As many as, full, complete	C
39700	만	To be of sufficient quantity	C
39701	만	10000	A
39702	만	10000	A
39755	만나다	Meet	A
39763	만남	A meeting	B
39788	만두	Chinese dumplings	B
39792	만들다	To make	A
39798	만들어지다	Make, create	B
39819	만만하다	Be soft, tender ; to be easy to handle, deal with	C
39874	만세	10,000 years	C
39888	만약	If	B
39915	만일	If, suppose	B
39939	만점	Perfect score	C
39956	만족	Satisfaction	C
39964	만족스럽다	Satisfied	C
39976	만족하다	To be content	B
39993	만지다	To touch	B
40010	만큼	Of that amount	B
40019	만하다	Be of the extent of	C
40024	만화	Cartoons	B
40028	만화가	Cartoon artist	C
40049	많다	many,much	A
40050	많아지다	Become a lot	B
40067	많이	A lot	A
40084	말	Horse	B
40085	말	End	B
40086	말	words,speaking	A
40135	말기	The end, final period	C
40146	말다	Roll up, convolve	C
40147	말다	Cease	A
40254	말리다	Make stop	C
40255	말리다	Dry sth	C
40330	말씀	Speech	A
40331	말씀드리다	Speak (honor.)	B
40332	말씀하다	Speak	A
40350	말없이	At a loss for words	C
40465	말투	One's way of talking	C
40469	말하다	Speak	A
40484	맑다	clean,pure	A
40487	맘	Heart	C
40488	맘대로	As you want	C
40492	맛	Flavor	A
40504	맛보다	Taste	C
40511	맛없다	Bad flavor	A
40529	맛있다	Delicious	A
40595	망설이다	to hesitate	C
40621	망원경	Telescope	C
40652	망치다	Ruin	C
40665	망하다	Go to ruin	C
40677	맞다	receive,welcome (note, usually this is 맞히다)	B
40678	맞다	Be struck,beaten	B
40679	맞다	Be right, correct; to match, be fitting for	B
40716	맞서다	Stand opposite	B
40724	맞은편	the other side, the opposite side	B
40726	맞이하다	Go to greet,  to welcome as a member of the family	C
40734	맞추다	Adjust, adapt	B
40744	맡기다	Entrust sb with sth	B
40746	맡다	Smell	C
40747	맡다	Take charge of	B
40753	매	whip,rod,cane	C
40795	매너	Manner	C
40798	매년	Every year	B
40807	매다	Tie	B
40812	매달	Every month	C
40813	매달다	Bind up, hang:  묶어서 드리우거나 걸다.	C
40819	매달리다	Be suspended, to be hanging down (from) ; to stick to a job, to persevere with just one thing	C
40844	매력	fascination,charm, bewitchery	B
40905	매번	Every time	C
40957	매스컴	Mass communication	C
40980	매우	Very	A
41027	매일	Every day	A
41039	매장	A store, shop	C
41070	매주	Every week	C
41087	매체	A medium,medias	C
41200	맥주	Beer	A
41217	맨	bare,naked	B
41266	맵다	Spicy	A
41338	맺다	form,tie	C
41355	머리	Head	A
41428	머리말	A preface	C
41443	머리카락	Headhair, hair on the head	B
41444	머리칼	Hair	C
41458	머릿속	Inside one's head	B
41462	머무르다	Stay overnight	B
41465	머물다	Stay overnight	C
41496	먹고살다	Make one's living	C
41505	먹다	Go deaf	C
41506	먹다	Eat, chow down on	A
41507	먹다	VST + 먹다 , adds no meaning	A
41528	먹이	Food	C
41531	먹이다	support,feed	B
41546	먹히다	to be eaten,swallowed	B
41555	먼저	First	A
41560	먼지	Dust	B
41584	멀다	To be far	A
41586	멀리	Far away	B
41616	멀어지다	Become distant to	B
41624	멈추다	Stop	B
41634	멋	Smartness	B
41667	멋있다	stylish,tasteful	B
41680	멋지다	Be splendid	C
41693	멍멍	A bruise	C
41717	멎다	Stop	C
41747	메뉴	Menu	A
41750	메다	Put on one's shoulder	B
41789	메모	Memo	B
41818	메시지	Message	B
41838	메우다	To carry,attach;put on	C
41858	메일	Mail	B
41985	며느리	Daughter-in-law	B
41987	며칠	for how many days	A
41994	면	Subdivision of a county	C
41995	면	Side	C
41996	면	Cotton	C
42003	면담	An interview	C
42106	면적	area,dimensions	C
42112	면접	Interview	C
42162	면하다	escape,avoid	C
42214	멸치	Anchovy	C
42217	명	Person counter	A
42242	명단	List of names	C
42253	명령	An order,command	B
42258	명령어	directive	C
42395	명예	Honor	C
42409	명의	name,title	C
42423	명절	Festival days	B
42450	명칭	A name,title	C
42462	명함	Name card	B
42469	명확하다	clear,precise	C
42471	몇	A few	A
42482	몇몇	Several	B
42485	몇십	In the tens	B
42489	모	A certain person, mr. Jones	C
42510	모금	Money raising	C
42512	모기	A mosquito	B
42540	모니터	Monitor	B
42548	모델	Model	B
42559	모두	everything	A
42560	모두	Everybody	A
42565	모든	Every one	A
42573	모래	Sand	B
42598	모레	The day after tomorrow	B
42610	모르다	To not know	A
42649	모범	a model, an example ; a prototype	C
42672	모색하다	to feel for sth as if in the dark, using the hands	C
42706	모습	shape,body	B
42708	모시다	Attend on	B
42715	모양	signs,indications	B
42716	모양	A shape, form	B
42720	모여들다	gather,flock	C
42735	모으다	gather,get together	B
42754	모이다	Meet, assemble	B
42758	모임	A group, a party	B
42759	모자	A hat	A
42767	모자라다	To be insufficient	B
42784	모조리	One and all, wholly, without exception	C
42802	모집	Collection	C
42805	모집하다	Call/appeal for	C
42808	모처럼	At long last	C
42823	모퉁이	Corner	C
42861	목	The neck; the throat	A
42880	목걸이	Necklace	B
42926	목록	Catalogue	C
42960	목사	A pastor	B
42987	목소리	Voice	B
43006	목숨	Life	C
43027	목요일	Thursday	A
43030	목욕	A bath	A
43041	목욕탕	A bathhouse	B
43103	목적	goal,purpose	B
43189	목표	goal,object	B
43244	몰다	Drive ; to chase or urge on	B
43268	몰래	secretly,quietly	B
43283	몰려들다	Be driven into as a group	C
43284	몰려오다	Come in crowds	C
43354	몸	body,physique	A
43369	몸매	one's figure	C
43373	몸무게	Body weight	B
43379	몸살	Flu aches and pains	B
43383	몸속	In one's body	C
43442	몸짓	A gesture	C
43459	몸통	The trunk,body	C
43463	몹시	Extremely	B
43535	못	A nail	C
43536	못	Cannot	A
43560	못되다	To go wrong	C
43591	못생기다	Ugly	C
43610	못지않다	Be just as good as	C
43614	못하다	Be inferior, worse than	C
43615	못하다	Be impossible	A
43695	묘사	Description (via a picture or words)	C
43697	묘사하다	To describe (via a picture or words)	C
43727	무	Radish	B
43729	무	nothing,nil	C
43763	무겁다	Heavy ; a stuffy atmosphere	A
43764	무게	Weight	B
43810	무관심	Indifference, unconcern	C
43813	무관심하다	Be indifferent to	C
43832	무궁화	The rose of Sharon	C
43852	무기	Weapon	C
43885	무너지다	Collapse	C
43911	무늬	Pattern	B
43933	무대	Stage	C
43980	무더위	High humidity	B
43983	무덤	A grave,tomb	C
43990	무덥다	sultry,sweltering	C
44032	무려	As many as, no less than, some number greater than expectations	C
44060	무렵	The time when	B
44067	무료	Free	C
44085	무릎	A knee	B
44113	무리	A company, a band	C
44114	무리	Be unreasonable, to not make any sense, to create more problems than it solves; impossible, unreasonable	C
44121	무리하다	Be impossible	C
44218	무사하다	Be safe, peaceful	C
44273	무섭다	fearful,dreadful	B
44330	무슨	What, what kind of	A
44342	무시하다	disregard,ignore ; to be defiant and fail to observe	B
44391	무어	What?  무엇	B
44410	무엇	That thing,whatever	A
44432	무역	Trade	B
44476	무용	dancing,a dance	B
44478	무용가	Dancer	C
44525	무의미하다	Be nonsense	C
44636	무조건	Unconditional	B
44673	무지개	A rainbow	C
44711	무책임하다	Not responsible	C
44713	무척	Extremely	B
44842	묵다	Get old	C
44843	묵다	Stay overnight s.w.	C
44891	묶다	to bind,tie	B
44894	묶이다	Be fastened together	C
44896	문	Door	A
44913	문구	passage,paragraph	C
44930	문득	Suddenly	C
44963	문밖	Outside the door	C
44972	문법	Grammar	C
44992	문서	A document	C
45034	문자	letters,character	C
45042	문장	writing,composition	B
45061	문제	question,problem	A
45063	문제되다	Become a problem	C
45072	문제점	The point at issue	B
45121	문학	Literature	B
45139	문학적	Literary	C
45154	문화	culture	B
45181	문화재	Cultural assets	C
45183	문화적	Cultural	C
45192	묻다	to Stain	B
45193	묻다	to Bury	C
45194	묻다	to Ask	A
45196	묻히다	Have smeared,be covered with	C
45197	묻히다	Get buried, to be buried (passive of 묻다)	C
45200	물	Water	A
45213	물가	Prices of products	C
45246	물건	A thing	A
45257	물결	A wave	C
45268	물고기	Fish	B
45302	물기	Moisture	C
45318	물다	bite,put in the mouth	B
45339	물러나다	Fall back, to pull back, to pull back your position	C
45355	물론	Of course	A
45379	물리학	Physics	C
45453	물속	Inside the water	B
45482	물어보다	Ask	A
45523	물음	A question	B
45556	물질	matter,material	C
45564	물질적	corporeal, material, physical	C
45574	물체	A material body (maybe, a living organism)	C
45626	뭐	Huh? (2) something	A
45627	뭐	Huh? (2) something	A
45631	뭘	What (implicit directobject)?	C
45632	뭣	What (thing)?	C
45644	미	beauty,grace	C
45710	미국	America	D
45898	미끄러지다	Slippery	C
45913	미끄럽다	To be slippery	C
45967	미니	Mini	C
46016	미디어	Media	B
46023	미래	Future	B
46065	미루다	Postpone ; (2) to guess, infer and make an educated guess	C
46072	미리	Beforehand	B
46136	미만	under,below ; less than	C
46194	미사일	Missile	C
46220	미소	smile	B
46251	미술	art,the fine arts	B
46261	미술관	Fine arts museum	B
46289	미스	Miss	C
46328	미안하다	To be sorry	A
46339	미역	Brown seaweed	C
46370	미용실	Beauty salon	C
46382	미움	Hatred	C
46384	미워하다	Dislike	B
46397	미인	A beautiful girl	B
46463	미처	To that extent	C
46483	미치다	Be crazy	B
46484	미치다	To reach	B
46500	미터	Meter	A
46514	미팅	Meeting	B
46540	미혼	Unmarried	C
46565	민간	civil, private	C
46636	민속	Folk-customs	C
46682	민족	race,nation,people	B
46734	민주	Democracy	C
46747	민주주의	Democracy	C
46753	민주화	Democratization	C
46799	믿다	Believe	B
46803	믿어지다	Become believable	C
46810	믿음	Belief	B
46826	밀가루	Flour	B
46848	밀다	to push,shove (passive is 밀리다)	B
46884	밀리다	to be left undone, to be late in making a payment (to fall into arrears)	C
46886	밀리미터	Millimeter	B
46966	밀접하다	Be close,intimate with	C
47028	밉다	Be detestable	B
47035	및	As well as	B
47036	밑	The bottom	A
47042	밑바닥	The bottom,base	C
47066	바	Bar	C
47067	바	A thing, what	C
47068	바가지	overcharging for the price, being ripped off	C
47072	바구니	Basket	C
47083	바깥	Outside	B
47090	바깥쪽	The outside	C
47101	바꾸다	change,exchange	A
47136	바뀌다	Be changed, to have changed into	B
47137	바나나	Banana	A
47149	바늘	A needle, pin	B
47174	바다	Sea	A
47225	바닥	Floor	B
47237	바닷가	The beach	B
47244	바닷물	Sea water	B
47272	바라다	Wish, hope	B
47278	바라보다	Look at, watch ; to look forward to, hope for	B
47285	바람	A wish, hope	C
47286	바람	Wind	A
47287	바람	As a result,by the influence of	A
47338	바람직하다	Be desirable, advisable, to be appropriate, good	C
47354	바로	Right, correctly	A
47373	바로잡다	Straighten	C
47393	바르다	Spread, apply	B
47394	바르다	Be straight; be honest	B
47435	바보	Ignorant	B
47457	바쁘다	Busy	A
47481	바싹	Completely	C
47503	바위	A rock, a crag	B
47524	바이러스	Virus	C
47549	바이올린	Violin	B
47571	바지	Pants	A
47589	바치다	Give, offer	C
47602	바퀴	Wheel	C
47603	바퀴	Cockroach	C
47633	바탕	Natural disposition ; to go all out in a fight, 아주 크게 싸우다 ; the background	C
47654	박	Staying the night	C
47667	박다	Drive,hammer in	C
47693	박물관	Museum	A
47709	박사	a doctor, a ph.D	B
47715	박수	Applause	B
47723	박스	Box	B
47795	박히다	Be nailed in	C
47796	밖	The outside	A
47802	반	Half	A
47803	반	Group, company, party	A
47848	반갑다	Be happy	A
47898	반기다	Rejoice, be glad of	C
47923	반대	Opposite and being opposed to (objecting to)	B
47968	반대편	The opposite side	C
47969	반대하다	Be opposed to	B
48008	반드시	Most certainly	B
48043	반말	Crude language	C
48047	반면	One side	C
48092	반발	Repulsion, a backlash	C
48118	반복되다	To be repeated	C
48131	반복하다	To repeat	B
48207	반성	Reflection	C
48215	반성하다	Examine oneself	C
48301	반영하다	Reflect, be reflected	C
48340	반응	Reaction	C
48409	반장	Squad leader	B
48453	반죽	Kneading; dough	C
48464	반지	Ring	B
48473	반짝거리다	Twinkle-twinkle (stars)	C
48479	반짝이다	Shine, glitter	C
48484	반찬	side dishes	B
48541	반하다	To be contrary to	B
48592	받다	Receive	A
48609	받아들이다	to accept as one`s own	B
48635	받침	Support, prop	B
48649	발	Foot	A
48664	발가락	A toe	B
48682	발걸음	Gait, step	C
48687	발견	Discovery	B
48689	발견되다	Be discovered	B
48703	발견하다	To discover	B
48750	발길	A kick; walking pace, steps	C
48757	발끝	On tiptoes	C
48764	발달	Development, growth (of the body, mind, intellect)	B
48765	발달되다	to be developed	C
48770	발달하다	To advance	B
48787	발등	The instep of the foot	B
48798	발레	Ballet	C
48841	발목	Ankle	B
48852	발바닥	The sole of the foot	C
48914	발생	1) Birth 2) development	B
48927	발생하다	Originate, come from	B
49021	발음	Pronunciation	A
49031	발음하다	Pronounce	B
49051	발자국	Footprint	C
49065	발전	Generate electricity	C
49066	발전	Development	B
49071	발전되다	Be advanced, prospering	C
49082	발전하다	To develop, grow	B
49129	발톱	A toenail	C
49164	발표	Announcement	B
49165	발표되다	Be announced	C
49171	발표하다	To announce	B
49235	발휘하다	Display, exhibit	C
49239	밝다	To be bright	B
49240	밝다	To be promising	A
49241	밝아지다	Become bright	C
49243	밝혀내다	To find out	C
49246	밝히다	To light up	B
49251	밟다	(1) Step on (2) to go through the steps of a process	B
49259	밤	Chestnut	B
49260	밤	Night	A
49269	밤낮	Night and day, always	B
49274	밤늦다	It is late at night	B
49285	밤새	All night	C
49287	밤새다	To stay up all night	B
49290	밤새우다	Sit up all night	C
49291	밤색	chestnut color, maroon, brown	C
49303	밤중	Midnight	B
49306	밤하늘	Night sky	C
49307	밥	Rice, a meal	A
49310	밥그릇	A rice bown	B
49311	밥맛	Appetite	B
49314	밥상	Dinner table	C
49315	밥솥	Pressure cooker for rice	B
49340	방	A room	A
49366	방금	Just now	B
49402	방면	Direction	C
49414	방문	A door of a room	B
49415	방문	A visit	B
49421	방문하다	To visit	B
49427	방바닥	the floor of a room	C
49436	방법	Way, method	B
49508	방송	Broadcast	B
49515	방송국	Broadcasting station	B
49522	방송사	Broadcasting company	C
49535	방송하다	Broadcast	C
49554	방식	A form, method, process	C
49569	방안	A plan, a scheme	C
49601	방울	A drop	C
49602	방울	A bell	C
49677	방지	Prevention, checking, stopping sth from happening	C
49679	방지하다	To prevent, check, stop from happening	C
49751	방학	School holidays	A
49758	방해	An obstacle, hindrance	C
49773	방해하다	Interrupt, interfere	C
49775	방향	Direction	B
49814	밭	A field, farm	B
49819	배	Pear	A
49820	배	Abdomen	A
49821	배	Times, x-fold	C
49822	배	A boat (boating)	A
49864	배경	Background	B
49875	배고프다	To be hungry	A
49887	배구	Volleyball	B
49913	배꼽	The navel	B
49928	배다	Soak into	C
49933	배달	Delivery	B
49969	배드민턴	Badminton	B
50016	배부르다	To be full	A
50171	배우	Actor	B
50175	배우다	To learn	A
50180	배우자	A mate, life partner	C
50249	배추	Chinese cabbage	B
50250	배추김치	Pickled cabbage	C
50272	배치	Arrangement, set up	C
50323	백	Hundreds of	A
50324	백	One hundred	A
50371	백두산	Korean mountain	D
50450	백색	White	C
50472	백성	The common people	C
50546	백인	Caucasian	C
50585	백제	Historical Korean government	D
50670	백화점	Department store	A
50687	뱀	Snake	B
50741	뱃사람	A seaman, sailor	C
50760	뱉다	Spit	C
50800	버려지다	Take away, throw away to somewhere	C
50802	버릇	Habit	B
50807	버리다	Throw away	B
50808	버리다	(following a verb) the verb`s action is over, perhaps in a sad way	A
50830	버섯	Mushroom	B
50835	버스	bus	A
50873	버터	Butter	B
50892	버튼	Button	B
50897	버티다	Endure, tolerate	C
50916	번	Number, how many times	A
50924	번개	Lightning	C
50935	번거롭다	Be troublesome.  할 일이 많아서 아주 바쁘다. annoying and difficult to discern correctly	C
50985	번역	Translation	B
51003	번역하다	To translate	C
51013	번지	Area of land	C
51021	번째	How many times	B
51051	번호	A number	A
51061	벌	A bee	C
51062	벌	Set (of clothes)	C
51063	벌	Punishment	C
51067	벌금	A fine	C
51073	벌다	To earn (money) ; (2) to invite, to bring onto oneself	B
51074	벌떡	Suddenly, abruptly	C
51075	벌레	A bug	B
51078	벌리다	Open, wide (e.g. opening the knees and spreading the legs)	B
51087	벌써	Already	A
51089	벌어지다	Widen, get wider	C
51090	벌어지다	To get serious, enlarge	B
51093	벌이다	(1) to plan to start a job/project (2) to play a table game	B
51166	범위	Range, area	C
51172	범인	A criminal	C
51186	범죄	A crime	C
51221	법	A way, a method	B
51222	법	A law, the law	B
51250	법률	A law, statute	C
51317	법원	Court of justice	C
51350	법적	Legal	C
51403	법칙	A law, a rule; 지켜야 할 규칙	C
51421	벗기다	Unclothe, undress	B
51423	벗다	Take off, remove	A
51451	베개	A pillow	B
51480	베다	Cut, chop	C
51561	북경	Beijing, Peking	D
51617	벤치	Bench	C
51646	벨트	Belt	B
51663	벼	A rice plant	C
51687	벽	A wall	B
51785	변경	Change, alteration	C
51802	변동	Change, flucutation	C
51830	변명	Explanation, vindication	C
51894	변신	Disguise, transformation	C
51983	변하다	Change	B
52002	변호사	Lawyer	B
52020	변화	Change, transformation	B
52023	변화되다	To be changed	C
52032	변화하다	To change,vary	B
52041	별	Classified by	B
52042	별	A star	A
52070	별다르다	Be of a peculiar kind	C
52073	별도	something separate, something apart (별도의)	C
52079	별로	Especially, particularly; not really + neg.	B
52082	별명	nickname,alias	C
52113	별일	A particular thing	C
52140	병	Sickness	A
52141	병	A bottle	A
52174	병들다	Get sick	B
52236	병실	An infirmary	C
52241	병아리	Chick, baby chicken	C
52268	병원	Hospital	A
52389	보고	report,information	B
52397	보고서	Report	B
52401	보고하다	Report to a person	C
52406	보관	custody,deposit	C
52418	보관하다	Keep in one's custody	B
52459	보내다	Send	A
52460	보내오다	받다 receive	C
52464	보너스	Bonus	C
52471	보다	More than, greater than ....	A
52472	보다	To try	A
52473	보다	To see	A
52539	보도	news, a report	C
52542	보도되다	To be reported	C
52547	보도하다	To report,inform	C
52568	보라색	purple	C
52570	보람	worth,result	B
52594	보름	15days,the 15th day	C
52597	보리	Barley	C
52662	보살피다	Take care of	C
52665	보상	Compensation	C
52717	보수	mending,repair, maintainance	C
52718	보수	Conservation	C
52724	보수적	Conservative	C
52759	보안	Preservation of the public peace	C
52784	보완하다	to compensate for (a defect) and make complete, to complement sth	C
52822	보이다	see,catch sight of	B
52823	보이다	show,let see	B
52841	보자기	A diver	C
52853	보장	guarantee,security	C
52855	보장되다	to be secured	C
52857	보장하다	To secure,guarantee	C
52858	보전	ingegrity,preservation	C
52864	보조	assistance,aid	C
52905	보존	Preservation	C
52911	보존하다	to preserve, conserve	C
52969	보충하다	to replenish,replace,fillup	C
52982	보통	Usually	B
52983	보통	The normal	A
53062	보편적	Universal	C
53091	보험	guarantee,insurance	B
53135	보호	protection,shelter	B
53153	보호되다	To be protected	C
53182	보호하다	protect,shelter,guard	C
53191	복	luck,happiness	C
53231	복도	A corridor	B
53269	복사	Reproduction	B
53275	복사기	Memeograph	C
53299	복사하다	reproduce,copy	B
53331	복숭아	Peach	C
53338	복습	Reviewing	B
53339	복습하다	To review	B
53408	복잡하다	Be complicated	A
53485	볶다	fry,roast	B
53488	볶음	Roasted sth	C
53489	볶음밥	Frizzled rice	B
53490	본	An example	C
53502	본격적	Exemplary	C
53534	본래	originally,primarily	B
53566	본부	The headquarters	C
53570	본사	Main office	C
53579	본성	Original nature or character	C
53604	본인	the person in question, the related individual	C
53620	본질	True nature,essence	C
53659	볼	the cheek	C
53681	볼링	Bowling	C
53704	볼일	business,errand,engagement	B
53714	볼펜	A ballpen	A
53723	봄	Spring	A
53787	봉사	service,attendance	C
53793	봉사하다	serve,render service	C
53824	봉지	Bag	B
53837	봉투	Envelope	B
53870	뵈다	Contraction of 보이다	B
53871	뵈다	See (polite)	B
53872	뵙다	see,meet	B
53873	부	A department, a part	B
53875	부	assistant,deputy	C
53876	부	wealth,riches	C
53944	부근	neighborhood,vicinity	B
53962	부끄러움	shame,disgrace	B
53975	부끄럽다	Be shameful,disgraceful	B
53998	부담	A burden,responsibility	C
54015	부담하다	bear,shoulder a responsibility	C
54023	부대	A detachment, squad	C
54068	부동산	Real estate	B
54129	부드럽다	soft,tender	B
54149	부딪치다	Collide with, bump against	B
54150	부딪히다	Be bumped into	C
54176	부러워하다	envy,be envious of	B
54179	부러지다	Break, get broken	C
54180	부럽다	Be enviable	B
54199	부르다	To be full	B
54200	부르다	To call	A
54237	부모	Parents	A
54243	부모님	Parents	A
54249	부문	A section,department ; category	C
54263	부부	Man and wife	A
54278	부분	part,portion	B
54294	부분적	Departmental	C
54318	부산	Busan, city in SE Korea, with largest beach in S.Korea	D
54327	부상	A wound,injury	C
54337	부서	one's post,duty	C
54349	부서지다	Break, be broken	C
54499	부엌	Kitchen	A
54541	부위	A region,part	C
54567	부인	A woman	C
54568	부인	my wife	A
54578	부자	A rich person	B
54605	부작용	a side reaction, a side effect	B
54609	부잣집	a Rich man's house, a rich man's house	B
54610	부장	Head of a department	B
54612	부재	Absence	C
54664	부정	injustice,wrongfulness	C
54686	부정적	negative, contradicting sth else,  not positive	C
54692	부정하다	Be uncertain,irregular	C
54710	부족	lack,want (scarcity, insufficiency)	B
54711	부족	A tribe	B
54725	부족하다	Be short of, lack	B
54760	부지런하다	Be diligent	B
54761	부지런히	Diligently	C
54799	부채	A debt,liabilities	C
54823	부처	a dept. of the government	B
54847	부치다	to send, to post	B
54849	부친	A father	C
54858	부탁	request,favor	B
54862	부탁하다	Ask sb a favor	B
54922	부품	Parts, accessories	C
54926	부피	bulk,size	C
54987	부회장	A vice president	C
54995	북	North	B
55062	북부	The north part	C
55142	북쪽	The north direction	A
55167	북한	North korea	D
55178	분	Minutes	A
55180	분	One part	A
55246	분노	rage,anger	C
55277	분량	a quantity,a measure (of the size of sth)	C
55302	분리	separation,segration	C
55305	분리되다	To be segregated	C
55319	분리하다	To separate, break away from	C
55339	분명	Obviousness	B
55342	분명하다	To be clear/obvious	C
55347	분명해지다	To become clear	C
55348	분명히	Obviously	B
55421	분석	Analysis	C
55438	분석하다	To analyze	B
55476	분야	a field (of study, of industry)	C
55504	분위기	atmosphere,surroundings	B
55541	분주하다	Be busy,crowded	C
55595	분포하다	Distribution	C
55597	분필	Chalk	C
55654	분홍색	Pink color	C
55671	불	Fire; a light/lamp	A
55684	불가능하다	Impossible	B
55709	불가피하다	Inevitable, unavoidable	C
55769	불과	Only, not more than	C
55770	불과하다	to be nothing more than	C
55773	불교	Buddhism	B
55796	불구하다	Deformity, malformation	C
55838	불꽃	a flame,blaze,spark	B
55851	불다	to blow (e.g. the wind blows)	A
55892	불러일으키다	to rouse,stir up, to create	C
